key,date,cruise_id,station,event_n,scan,salinity,temperature,pressure,sea_water_electrical_conductivity,CDOM,dissolved_oxygen,oxygen_saturation,chlorophyll_concentration,chlorophyll_fluorescence,photosynthetically_available_radiation,beam_attenuation,beam_transmission,depth,sea_water_sigma_t,sound_velocity,altimeter
2022-03-17_WS22072_.TB3,2022-03-17,WS22072,.TB3,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,22
2022-03-17_WS22072_.TB4,2022-03-17,WS22072,.TB4,42,42,41,42,42,41,42,40,40,42,42,42,42,42,42,41,41,42
2022-03-17_WS22072_.TB5,2022-03-17,WS22072,.TB5,59,59,59,59,59,59,59,57,57,59,59,59,59,59,59,59,59,57
2022-03-18_WS22072_.030,2022-03-18,WS22072,.030,45,45,45,45,45,45,45,44,44,45,45,45,45,45,45,45,45,45
2022-03-18_WS22072_.21LK,2022-03-18,WS22072,.21LK,74,74,74,74,74,74,74,73,73,74,74,74,74,74,74,74,74,72
2022-03-18_WS22072_.CAL6,2022-03-18,WS22072,.CAL6,52,52,52,52,52,52,52,50,50,52,52,52,52,52,52,52,52,52
2022-03-18_WS22072_.KW1,2022-03-18,WS22072,.KW1,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
2022-03-18_WS22072_.KW2,2022-03-18,WS22072,.KW2,23,23,23,23,23,23,23,22,22,23,23,23,23,23,23,23,23,23
2022-03-18_WS22072_.KW4,2022-03-18,WS22072,.KW4,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36
2022-03-18_WS22072_.WS,2022-03-18,WS22072,.WS,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,35
2022-03-19_WS22072_.006_5,2022-03-19,WS22072,.006,145,145,145,145,145,145,145,143,143,145,145,145,145,145,145,145,145,143
2022-03-19_WS22072_.007,2022-03-19,WS22072,.007,3,3,3,3,3,3,3,2,2,3,3,3,3,3,3,3,3,3
2022-03-19_WS22072_.010,2022-03-19,WS22072,.010,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2022-03-19_WS22072_.012,2022-03-19,WS22072,.012,65,65,65,65,65,65,65,64,64,65,65,65,65,65,65,65,65,63
2022-03-19_WS22072_.016,2022-03-19,WS22072,.016,7,7,7,7,7,7,7,5,5,7,7,7,7,7,7,7,7,6
2022-03-19_WS22072_.018,2022-03-19,WS22072,.018,57,57,57,57,57,57,57,56,56,57,57,57,57,57,57,57,57,57
2022-03-19_WS22072_.02,2022-03-19,WS22072,.02,8,8,7,8,8,7,8,6,6,8,8,8,8,8,8,7,7,7
2022-03-19_WS22072_.03,2022-03-19,WS22072,.03,86,86,85,86,86,85,86,84,84,86,86,86,86,86,86,85,85,86
2022-03-19_WS22072_.09,2022-03-19,WS22072,.09,60,60,59,60,60,59,60,58,58,60,60,60,60,60,60,59,59,60
2022-03-19_WS22072_.09_5,2022-03-19,WS22072,.09,247,247,247,247,247,247,247,246,246,247,247,247,247,247,247,247,247,244
2022-03-19_WS22072_.EK_IN,2022-03-19,WS22072,.EK,3,3,2,3,3,2,3,2,2,3,3,3,3,3,3,2,2,3
2022-03-19_WS22072_.EK_MID,2022-03-19,WS22072,.EK,9,9,9,9,9,9,9,7,7,9,9,9,9,9,9,9,9,8
2022-03-19_WS22072_.EK_OFF,2022-03-19,WS22072,.EK,55,55,55,55,55,55,55,53,53,55,55,55,55,55,55,55,55,55
2022-03-19_WS22072_.MR,2022-03-19,WS22072,.MR,68,68,67,68,68,67,68,65,65,68,68,68,68,68,68,67,67,66
2022-05-21_WS22141_.002,2022-05-21,WS22141,.002,8,8,8,8,8,8,8,6,6,8,8,8,8,8,8,8,8,7
2022-05-21_WS22141_.007,2022-05-21,WS22141,.007,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2022-05-21_WS22141_.009,2022-05-21,WS22141,.009,61,61,61,61,61,61,61,59,59,61,61,61,61,61,61,61,61,57
2022-05-21_WS22141_.0095,2022-05-21,WS22141,.0095,251,251,251,251,251,251,251,249,249,251,251,251,251,251,251,251,251,248
2022-05-21_WS22141_.MR,2022-05-21,WS22141,.MR,69,69,68,69,69,68,69,67,67,69,69,69,69,69,69,68,68,68
2022-05-22_WS22141_.010,2022-05-22,WS22141,.010,4,4,4,4,4,4,4,3,3,4,4,4,4,4,4,4,4,2
2022-05-22_WS22141_.012,2022-05-22,WS22141,.012,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,51
2022-05-22_WS22141_.016,2022-05-22,WS22141,.016,8,8,7,8,8,7,8,6,6,8,8,8,8,8,8,7,7,7
2022-05-22_WS22141_.018,2022-05-22,WS22141,.018,25,25,25,25,25,25,25,22,22,25,25,25,25,25,25,25,25,23
2022-05-22_WS22141_.21LK,2022-05-22,WS22141,.21LK,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,76
2022-05-22_WS22141_.KW1,2022-05-22,WS22141,.KW1,13,13,13,13,13,13,13,12,12,13,13,13,13,13,13,13,13,11
2022-05-22_WS22141_.KW2,2022-05-22,WS22141,.KW2,24,24,24,24,24,24,24,23,23,24,24,24,24,24,24,24,24,23
2022-05-22_WS22141_.KW4,2022-05-22,WS22141,.KW4,37,37,37,37,37,37,37,35,35,37,37,37,37,37,37,37,37,34
2022-05-22_WS22141_.WS,2022-05-22,WS22141,.WS,37,37,37,37,37,37,37,35,35,37,37,37,37,37,37,37,37,35
2022-05-23_WS22141_.030,2022-05-23,WS22141,.030,45,45,45,45,45,45,45,43,43,45,45,45,45,45,45,45,45,42
2022-05-23_WS22141_.031,2022-05-23,WS22141,.031,26,26,26,26,26,26,26,25,25,26,26,26,26,26,26,26,26,25
2022-05-23_WS22141_.033,2022-05-23,WS22141,.033,15,15,14,15,15,14,15,14,14,15,15,15,15,15,15,14,14,15
2022-05-23_WS22141_.CAL1,2022-05-23,WS22141,.CAL1,4,4,4,4,4,4,4,2,2,4,4,4,4,4,4,4,4,4
2022-05-23_WS22141_.CAL2,2022-05-23,WS22141,.CAL2,10,10,9,10,10,9,10,9,9,10,10,10,10,10,10,9,9,10
2022-05-23_WS22141_.CAL3,2022-05-23,WS22141,.CAL3,14,14,14,14,14,14,14,13,13,14,14,14,14,14,14,14,14,13
2022-05-23_WS22141_.CAL4,2022-05-23,WS22141,.CAL4,23,23,23,23,23,23,23,22,22,23,23,23,23,23,23,23,23,21
2022-05-23_WS22141_.CAL5,2022-05-23,WS22141,.CAL5,31,31,31,31,31,31,31,29,29,31,31,31,31,31,31,31,31,28
2022-05-23_WS22141_.RP1,2022-05-23,WS22141,.RP1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2022-05-23_WS22141_.RP2,2022-05-23,WS22141,.RP2,11,11,11,11,11,11,11,10,10,11,11,11,11,11,11,11,11,11
2022-05-23_WS22141_.RP3,2022-05-23,WS22141,.RP3,21,21,20,21,21,20,21,18,18,21,21,21,21,21,21,20,20,20
2022-05-23_WS22141_.RP4,2022-05-23,WS22141,.RP4,29,29,29,29,29,29,29,28,28,29,29,29,29,29,29,29,29,27
2022-05-24_WS22141_.AMI6,2022-05-24,WS22141,.AMI6,65,65,65,65,65,65,65,64,64,65,65,65,65,65,65,65,65,63
2022-05-24_WS22141_.AMI7,2022-05-24,WS22141,.AMI7,76,76,76,76,76,76,76,74,74,76,76,76,76,76,76,76,76,73
2022-05-24_WS22141_.AMI8,2022-05-24,WS22141,.AMI8,86,86,85,86,86,85,86,84,84,86,86,86,86,86,86,85,85,84
2022-05-24_WS22141_.AMI9,2022-05-24,WS22141,.AMI9,93,93,93,93,93,93,93,89,89,93,93,93,93,93,93,93,93,91
2022-05-24_WS22141_.BG1,2022-05-24,WS22141,.BG1,22,22,22,22,22,22,22,21,21,22,22,22,22,22,22,22,22,20
2022-05-24_WS22141_.BG2,2022-05-24,WS22141,.BG2,18,18,18,18,18,18,18,17,17,18,18,18,18,18,18,18,18,18
2022-05-24_WS22141_.BG3,2022-05-24,WS22141,.BG3,27,27,27,27,27,27,27,25,25,27,27,27,27,27,27,27,27,27
2022-05-24_WS22141_.BG4,2022-05-24,WS22141,.BG4,35,35,35,35,35,35,35,33,33,35,35,35,35,35,35,35,35,34
2022-05-24_WS22141_.GP5,2022-05-24,WS22141,.GP5,47,47,47,47,47,47,47,45,45,47,47,47,47,47,47,47,47,46
2022-05-24_WS22141_.V1,2022-05-24,WS22141,.V1,10,10,10,10,10,10,10,9,9,10,10,10,10,10,10,10,10,10
2022-05-24_WS22141_.V2,2022-05-24,WS22141,.V2,19,19,18,19,19,18,19,18,18,19,19,19,19,19,19,18,18,19
2022-05-24_WS22141_.V3,2022-05-24,WS22141,.V3,27,27,27,27,27,27,27,26,26,27,27,27,27,27,27,27,27,27
2022-05-24_WS22141_.V4,2022-05-24,WS22141,.V4,33,33,33,33,33,33,33,32,32,33,33,33,33,33,33,33,33,33
2022-05-24_WS22141_.V5,2022-05-24,WS22141,.V5,47,47,46,47,47,46,47,45,45,47,47,47,47,47,47,46,46,47
2022-05-24_WS22141_.V6,2022-05-24,WS22141,.V6,52,52,52,52,52,52,52,50,50,52,52,52,52,52,52,52,52,50
2022-05-24_WS22141_.V7,2022-05-24,WS22141,.V7,59,59,58,59,59,58,59,57,57,59,59,59,59,59,59,58,58,57
2022-05-24_WS22141_.V8,2022-05-24,WS22141,.V8,64,64,64,64,64,64,64,62,62,64,64,64,64,64,64,64,64,61
2022-05-24_WS22141_.V9,2022-05-24,WS22141,.V9,76,76,76,76,76,76,76,74,74,76,76,76,76,76,76,76,76,73
2022-05-25_WS22141_.AMI1,2022-05-25,WS22141,.AMI1,11,11,11,11,11,11,11,10,10,11,11,11,11,11,11,11,11,10
2022-05-25_WS22141_.AMI2,2022-05-25,WS22141,.AMI2,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17
2022-05-25_WS22141_.AMI3,2022-05-25,WS22141,.AMI3,31,31,30,31,31,30,31,29,29,31,31,31,31,31,31,30,30,30
2022-05-25_WS22141_.AMI4,2022-05-25,WS22141,.AMI4,40,40,39,40,40,39,40,38,38,40,40,40,40,40,40,39,39,38
2022-05-25_WS22141_.AMI5,2022-05-25,WS22141,.AMI5,53,53,52,53,53,52,53,51,51,53,53,53,53,53,53,52,52,52
2022-05-25_WS22141_.TB1,2022-05-25,WS22141,.TB1,4,4,4,4,4,4,4,3,3,4,4,4,4,4,4,4,4,3
2022-05-25_WS22141_.TB10,2022-05-25,WS22141,.TB10,72,72,72,72,72,72,72,69,69,72,72,72,72,72,72,72,72,70
2022-05-25_WS22141_.TB2,2022-05-25,WS22141,.TB2,19,19,18,19,19,18,19,17,17,19,19,19,19,19,19,18,18,15
2022-05-25_WS22141_.TB3,2022-05-25,WS22141,.TB3,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,21
2022-05-25_WS22141_.TB4,2022-05-25,WS22141,.TB4,42,42,42,42,42,42,42,41,41,42,42,42,42,42,42,42,42,37
2022-05-25_WS22141_.TB5,2022-05-25,WS22141,.TB5,61,61,61,61,61,61,61,60,60,61,61,61,61,61,61,61,61,56
2022-05-26_WS22141_.041,2022-05-26,WS22141,.041,7,7,7,7,7,7,7,6,6,7,7,7,7,7,7,7,7,7
2022-05-26_WS22141_.045,2022-05-26,WS22141,.045,9,9,9,9,9,9,9,8,8,9,9,9,9,9,9,9,9,8
2022-05-26_WS22141_.047,2022-05-26,WS22141,.047,6,6,6,6,6,6,6,5,5,6,6,6,6,6,6,6,6,5
2022-05-26_WS22141_.051,2022-05-26,WS22141,.051,3,3,3,3,3,3,3,1,1,3,3,3,3,3,3,3,3,3
2022-05-26_WS22141_.053,2022-05-26,WS22141,.053,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2022-05-26_WS22141_.056,2022-05-26,WS22141,.056,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2022-05-26_WS22141_.057,2022-05-26,WS22141,.057,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2022-05-26_WS22141_.0571,2022-05-26,WS22141,.0571,4,4,4,4,4,4,4,3,3,4,4,4,4,4,4,4,4,4
2022-05-27_WS22141_.054,2022-05-27,WS22141,.054,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2022-05-27_WS22141_.055,2022-05-27,WS22141,.055,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2022-05-27_WS22141_.0572,2022-05-27,WS22141,.0572,14,14,14,14,14,14,14,13,13,14,14,14,14,14,14,14,14,12
2022-05-27_WS22141_.0573,2022-05-27,WS22141,.0573,19,19,19,19,19,19,19,18,18,19,19,19,19,19,19,19,19,18
2022-05-27_WS22141_.058,2022-05-27,WS22141,.058,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
2022-05-27_WS22141_.060,2022-05-27,WS22141,.060,9,9,8,9,9,8,9,7,7,9,9,9,9,9,9,8,8,9
2022-05-27_WS22141_.064,2022-05-27,WS22141,.064,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2022-05-27_WS22141_.065,2022-05-27,WS22141,.065,4,4,4,4,4,4,4,3,3,4,4,4,4,4,4,4,4,4
2022-05-27_WS22141_.068,2022-05-27,WS22141,.068,5,5,5,5,5,5,5,4,4,5,5,5,5,5,5,5,5,4
2022-08-03_WS22215_WB22215.TB10,2022-08-03,WS22215,WB22215.TB10,72,72,72,72,72,72,72,71,71,72,0,0,0,0,72,72,72,72
2022-08-03_WS22215_WB22215.TB4,2022-08-03,WS22215,WB22215.TB4,45,45,45,45,45,45,45,43,43,45,0,0,0,0,45,45,45,45
2022-08-03_WS22215_WB22215.TB5,2022-08-03,WS22215,WB22215.TB5,61,61,61,61,61,61,61,60,60,61,0,0,0,0,61,61,61,61
2022-08-04_WS22215_WB22215.AMI1,2022-08-04,WS22215,WB22215.AMI1,16,16,16,16,16,16,16,15,15,16,0,0,0,0,16,16,16,16
2022-08-04_WS22215_WB22215.AMI2,2022-08-04,WS22215,WB22215.AMI2,16,16,16,16,16,16,16,15,15,16,0,0,0,0,16,16,16,16
2022-08-04_WS22215_WB22215.AMI3,2022-08-04,WS22215,WB22215.AMI3,26,26,26,26,26,26,26,25,25,26,0,0,0,0,26,26,26,26
2022-08-04_WS22215_WB22215.AMI4,2022-08-04,WS22215,WB22215.AMI4,39,39,39,39,39,39,39,38,38,39,0,0,0,0,39,39,39,39
2022-08-04_WS22215_WB22215.AMI5,2022-08-04,WS22215,WB22215.AMI5,52,52,52,52,52,52,52,51,51,52,0,0,0,0,52,52,52,52
2022-08-04_WS22215_WB22215.AMI6,2022-08-04,WS22215,WB22215.AMI6,61,61,61,61,61,61,61,61,61,61,0,0,0,0,61,61,61,61
2022-08-04_WS22215_WB22215.AMI7,2022-08-04,WS22215,WB22215.AMI7,77,77,77,77,77,77,77,76,76,77,0,0,0,0,77,77,77,77
2022-08-04_WS22215_WB22215.AMI8,2022-08-04,WS22215,WB22215.AMI8,85,85,85,85,85,85,85,84,84,85,0,0,0,0,85,85,85,85
2022-08-04_WS22215_WB22215.AMI9,2022-08-04,WS22215,WB22215.AMI9,90,90,90,90,90,90,90,89,89,90,0,0,0,0,90,90,90,90
2022-08-04_WS22215_WB22215.V1,2022-08-04,WS22215,WB22215.V1,14,14,14,14,14,14,14,13,13,14,0,0,0,0,14,14,14,14
2022-08-04_WS22215_WB22215.V2,2022-08-04,WS22215,WB22215.V2,22,22,22,22,22,22,22,21,21,22,0,0,0,0,22,22,22,22
2022-08-04_WS22215_WB22215.V3,2022-08-04,WS22215,WB22215.V3,31,31,31,31,31,31,31,30,30,31,0,0,0,0,31,31,31,31
2022-08-04_WS22215_WB22215.V4,2022-08-04,WS22215,WB22215.V4,38,38,38,38,38,38,38,34,34,38,0,0,0,0,38,38,38,38
2022-08-04_WS22215_WB22215.V5,2022-08-04,WS22215,WB22215.V5,43,43,43,43,43,43,43,42,42,43,0,0,0,0,43,43,43,43
2022-08-04_WS22215_WB22215.V6,2022-08-04,WS22215,WB22215.V6,55,55,55,55,55,55,55,54,54,55,0,0,0,0,55,55,55,55
2022-08-04_WS22215_WB22215.V7,2022-08-04,WS22215,WB22215.V7,60,60,60,60,60,60,60,60,60,60,0,0,0,0,60,60,60,60
2022-08-04_WS22215_WB22215.V8,2022-08-04,WS22215,WB22215.V8,64,64,64,64,64,64,64,63,63,64,0,0,0,0,64,64,64,64
2022-08-04_WS22215_WB22215.V9,2022-08-04,WS22215,WB22215.V9,78,78,78,78,78,78,78,76,76,78,0,0,0,0,78,78,78,78
2022-08-05_WS22215_WB22215.BG4,2022-08-05,WS22215,WB22215.BG4,38,38,38,38,38,38,38,38,38,38,0,0,0,0,38,38,38,38
2022-08-05_WS22215_WB22215.GP5,2022-08-05,WS22215,WB22215.GP5,49,49,49,49,49,49,49,48,48,49,0,0,0,0,49,49,49,49
2022-08-06_WS22215_WB22215.030,2022-08-06,WS22215,WB22215.030,45,45,45,45,45,45,45,43,43,45,0,0,0,0,45,45,45,45
2022-08-06_WS22215_WB22215.031,2022-08-06,WS22215,WB22215.031,27,27,27,27,27,27,27,26,26,27,0,0,0,0,27,27,27,27
2022-08-06_WS22215_WB22215.BG1,2022-08-06,WS22215,WB22215.BG1,19,19,19,19,19,19,19,19,19,19,0,0,0,0,19,19,19,19
2022-08-06_WS22215_WB22215.BG2,2022-08-06,WS22215,WB22215.BG2,19,19,19,19,19,19,19,18,18,19,0,0,0,0,19,19,19,19
2022-08-06_WS22215_WB22215.BG3,2022-08-06,WS22215,WB22215.BG3,29,29,29,29,29,29,29,29,29,29,0,0,0,0,29,29,29,29
2022-08-06_WS22215_WB22215.CAL1,2022-08-06,WS22215,WB22215.CAL1,7,7,7,7,7,7,7,7,7,7,0,0,0,0,7,7,7,7
2022-08-06_WS22215_WB22215.CAL2,2022-08-06,WS22215,WB22215.CAL2,14,14,14,14,14,14,14,13,13,13,0,0,0,0,14,14,14,14
2022-08-06_WS22215_WB22215.CAL3,2022-08-06,WS22215,WB22215.CAL3,18,18,18,18,18,18,18,18,18,18,0,0,0,0,18,18,18,18
2022-08-06_WS22215_WB22215.CAL4,2022-08-06,WS22215,WB22215.CAL4,25,25,25,25,25,25,25,25,25,25,0,0,0,0,25,25,25,25
2022-08-06_WS22215_WB22215.CAL5,2022-08-06,WS22215,WB22215.CAL5,34,34,34,34,34,34,34,34,34,34,0,0,0,0,34,34,34,34
2022-08-06_WS22215_WB22215.CAL6,2022-08-06,WS22215,WB22215.CAL6,56,56,56,56,56,56,56,54,54,56,0,0,0,0,56,56,56,56
2022-08-06_WS22215_WB22215.RP1,2022-08-06,WS22215,WB22215.RP1,7,7,7,7,7,7,7,6,6,7,0,0,0,0,7,7,7,7
2022-08-06_WS22215_WB22215.RP2,2022-08-06,WS22215,WB22215.RP2,13,13,13,13,13,13,13,13,13,13,0,0,0,0,13,13,13,13
2022-08-06_WS22215_WB22215.RP3,2022-08-06,WS22215,WB22215.RP3,20,20,20,20,20,20,20,19,19,20,0,0,0,0,20,20,20,20
2022-08-06_WS22215_WB22215.RP4,2022-08-06,WS22215,WB22215.RP4,27,27,27,27,27,27,27,26,26,27,0,0,0,0,27,27,27,27
2022-08-07_WS22215_WB22215.033,2022-08-07,WS22215,WB22215.033,14,14,14,14,14,14,14,13,13,14,0,0,0,0,14,14,14,14
2022-08-07_WS22215_WB22215.041,2022-08-07,WS22215,WB22215.041,5,5,5,5,5,5,5,5,5,5,0,0,0,0,5,5,5,5
2022-08-07_WS22215_WB22215.045,2022-08-07,WS22215,WB22215.045,12,12,12,12,12,12,12,11,11,12,0,0,0,0,12,12,12,12
2022-08-07_WS22215_WB22215.047,2022-08-07,WS22215,WB22215.047,8,8,8,8,8,8,8,7,7,8,0,0,0,0,8,8,8,8
2022-08-07_WS22215_WB22215.051,2022-08-07,WS22215,WB22215.051,9,9,9,9,9,9,9,9,9,9,0,0,0,0,9,9,9,9
2022-08-07_WS22215_WB22215.056,2022-08-07,WS22215,WB22215.056,7,7,7,7,7,7,7,6,6,7,0,0,0,0,7,7,7,7
2022-08-07_WS22215_WB22215.057,2022-08-07,WS22215,WB22215.057,7,7,7,7,7,7,7,7,7,7,0,0,0,0,7,7,7,7
2022-08-07_WS22215_WB22215.057_1,2022-08-07,WS22215,WB22215.057,11,11,11,11,11,11,11,10,10,11,0,0,0,0,11,11,11,11
2022-08-07_WS22215_WB22215.057_2,2022-08-07,WS22215,WB22215.057,15,15,15,15,15,15,15,15,15,15,0,0,0,0,15,15,15,15
2022-08-07_WS22215_WB22215.057_3,2022-08-07,WS22215,WB22215.057,21,21,21,21,21,21,21,20,20,21,0,0,0,0,21,21,21,21
2022-08-07_WS22215_WB22215.058,2022-08-07,WS22215,WB22215.058,23,23,23,23,23,23,23,22,22,23,0,0,0,0,23,23,23,23
2022-08-07_WS22215_WB22215.060,2022-08-07,WS22215,WB22215.060,6,6,6,6,6,6,6,5,5,6,0,0,0,0,6,6,6,6
2022-08-08_WS22215_WB22215.068,2022-08-08,WS22215,WB22215.068,4,4,4,4,4,4,4,3,3,4,0,0,0,0,4,4,4,4
2022-08-08_WS22215_WB22215.18,2022-08-08,WS22215,WB22215.18,60,60,60,60,60,60,60,59,59,60,0,0,0,0,60,60,60,60
2022-08-08_WS22215_WB22215.21LK,2022-08-08,WS22215,WB22215.21LK,58,58,58,58,58,58,58,57,57,58,0,0,0,0,58,58,58,58
2022-08-08_WS22215_WB22215.KW1,2022-08-08,WS22215,WB22215.KW1,16,16,16,16,16,16,16,16,16,16,0,0,0,0,16,16,16,16
2022-08-08_WS22215_WB22215.KW2,2022-08-08,WS22215,WB22215.KW2,24,24,24,24,24,24,24,23,23,24,0,0,0,0,24,24,24,24
2022-08-08_WS22215_WB22215.WS,2022-08-08,WS22215,WB22215.WS,36,36,36,36,36,36,36,35,35,36,0,0,0,0,36,36,36,36
2022-08-09_WS22215_WB22215.009,2022-08-09,WS22215,WB22215.009,61,61,61,61,61,61,61,60,60,61,0,0,0,0,61,61,61,61
2022-08-09_WS22215_WB22215.009_5,2022-08-09,WS22215,WB22215.009,248,248,248,248,248,248,248,246,246,248,0,0,0,0,248,248,248,248
2022-08-09_WS22215_WB22215.012,2022-08-09,WS22215,WB22215.012,67,67,67,67,67,67,67,65,65,67,0,0,0,0,67,67,67,67
2022-08-09_WS22215_WB22215.2,2022-08-09,WS22215,WB22215.2,12,12,12,12,12,12,12,11,11,12,0,0,0,0,12,12,12,12
2022-08-09_WS22215_WB22215.MR,2022-08-09,WS22215,WB22215.MR,20,20,20,20,20,20,20,19,19,20,0,0,0,0,20,20,20,20
2022-08-10_WS22215_WB22215.KW4,2022-08-10,WS22215,WB22215.KW4,38,38,38,38,38,38,38,37,37,38,0,0,0,0,38,38,38,38
2022-10-08_WS22281_002,2022-10-08,WS22281,002,8,8,8,8,8,8,8,5,5,8,8,8,8,8,8,8,8,7
2022-10-08_WS22281_007,2022-10-08,WS22281,007,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2022-10-08_WS22281_009,2022-10-08,WS22281,009,63,63,63,63,63,63,63,61,61,63,63,63,63,63,63,63,63,62
2022-10-08_WS22281_009.5,2022-10-08,WS22281,009.5,243,243,243,243,243,243,243,242,242,243,243,243,243,243,243,243,243,241
2022-10-08_WS22281_012,2022-10-08,WS22281,012,67,67,67,67,67,67,67,66,66,67,67,67,67,67,67,67,67,65
2022-10-08_WS22281_MR,2022-10-08,WS22281,MR,57,57,57,57,57,57,57,55,55,57,57,57,57,57,57,57,57,57
2022-10-09_WS22281_010,2022-10-09,WS22281,010,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1
2022-10-09_WS22281_016,2022-10-09,WS22281,016,7,7,6,7,7,6,7,5,5,7,7,7,7,7,7,6,6,7
2022-10-09_WS22281_018,2022-10-09,WS22281,018,39,39,39,39,39,39,39,38,38,39,39,39,39,39,39,39,39,39
2022-10-09_WS22281_030,2022-10-09,WS22281,030,46,46,46,46,46,46,46,45,45,46,46,46,46,46,46,46,46,46
2022-10-09_WS22281_21LK,2022-10-09,WS22281,21LK,65,65,64,65,65,64,65,63,63,65,65,65,65,65,65,64,64,63
2022-10-09_WS22281_KW1,2022-10-09,WS22281,KW1,14,14,13,14,14,13,14,11,11,14,14,14,14,14,14,13,13,12
2022-10-09_WS22281_KW2,2022-10-09,WS22281,KW2,23,23,23,23,23,23,23,21,21,23,23,23,23,23,23,23,23,19
2022-10-09_WS22281_KW4,2022-10-09,WS22281,KW4,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,35
2022-10-09_WS22281_WS,2022-10-09,WS22281,WS,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,39
2022-10-10_WS22281_031,2022-10-10,WS22281,031,20,20,19,20,20,19,20,18,18,20,20,20,20,20,20,19,19,20
2022-10-10_WS22281_033,2022-10-10,WS22281,033,12,12,12,12,12,12,12,11,11,12,12,12,12,12,12,12,12,12
2022-10-10_WS22281_BG2,2022-10-10,WS22281,BG2,17,17,17,17,17,17,17,16,16,17,17,17,17,17,17,17,17,16
2022-10-10_WS22281_BG3,2022-10-10,WS22281,BG3,27,27,27,27,27,27,27,25,25,27,27,27,27,27,27,27,27,27
2022-10-10_WS22281_BG4,2022-10-10,WS22281,BG4,35,35,34,35,35,34,35,32,32,35,35,35,35,35,35,34,34,35
2022-10-10_WS22281_CAL1,2022-10-10,WS22281,CAL1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1
2022-10-10_WS22281_CAL2,2022-10-10,WS22281,CAL2,8,8,8,8,8,8,8,6,6,8,8,8,8,8,8,8,8,8
2022-10-10_WS22281_CAL3,2022-10-10,WS22281,CAL3,15,15,14,15,15,14,15,13,13,15,15,15,15,15,15,14,14,12
2022-10-10_WS22281_CAL4,2022-10-10,WS22281,CAL4,21,21,21,21,21,21,21,19,19,21,21,21,21,21,21,21,21,19
2022-10-10_WS22281_CAL5,2022-10-10,WS22281,CAL5,29,29,29,29,29,29,29,28,28,29,29,29,29,29,29,29,29,27
2022-10-10_WS22281_GLIDER,2022-10-10,WS22281,GLIDER,48,48,47,48,48,47,48,46,46,48,48,48,48,48,48,47,47,44
2022-10-10_WS22281_GP5,2022-10-10,WS22281,GP5,48,48,48,48,48,48,48,46,46,48,48,48,48,48,48,48,48,47
2022-10-10_WS22281_RP1,2022-10-10,WS22281,RP1,8,8,7,8,8,7,8,6,6,8,8,8,8,8,8,7,7,8
2022-10-10_WS22281_RP2,2022-10-10,WS22281,RP2,12,12,11,12,12,11,12,10,10,12,12,12,12,12,12,11,11,12
2022-10-10_WS22281_RP3,2022-10-10,WS22281,RP3,21,21,20,21,21,20,21,19,19,21,21,21,21,21,21,20,20,19
2022-10-10_WS22281_RP4,2022-10-10,WS22281,RP4,31,31,31,31,31,31,31,30,30,31,31,31,31,31,31,31,31,28
2022-10-11_WS22281_AMI4,2022-10-11,WS22281,AMI4,37,37,36,37,37,36,37,36,36,37,37,37,37,37,37,36,36,37
2022-10-11_WS22281_AMI5,2022-10-11,WS22281,AMI5,50,50,50,50,50,50,50,49,49,50,50,50,50,50,50,50,50,48
2022-10-11_WS22281_AMI6,2022-10-11,WS22281,AMI6,63,63,63,63,63,63,63,61,61,63,63,63,63,63,63,63,63,63
2022-10-11_WS22281_AMI7,2022-10-11,WS22281,AMI7,77,77,76,77,77,76,77,74,74,77,77,77,77,77,77,76,76,75
2022-10-11_WS22281_AMI8,2022-10-11,WS22281,AMI8,87,87,87,87,87,87,87,85,85,87,87,87,87,87,87,87,87,86
