key,date,cruise_id,station,event_n,scan,salinity,temperature,pressure,sea_water_electrical_conductivity,CDOM,dissolved_oxygen,oxygen_saturation,chlorophyll_concentration,chlorophyll_fluorescence,photosynthetically_available_radiation,beam_attenuation,beam_transmission,depth,sea_water_sigma_t,sound_velocity,altimeter
2022-10-11_WS22281_AMI9,2022-10-11,WS22281,AMI9,93,93,93,93,93,93,93,91,91,93,93,93,93,93,93,93,93,92
2022-10-11_WS22281_BG1,2022-10-11,WS22281,BG1,21,21,20,21,21,20,21,19,19,21,21,21,21,21,21,20,20,18
2022-10-11_WS22281_I1,2022-10-11,WS22281,I1,88,88,87,88,88,87,88,85,85,88,88,88,88,88,88,87,87,85
2022-10-11_WS22281_V1,2022-10-11,WS22281,V1,12,12,12,12,12,12,12,11,11,12,12,12,12,12,12,12,12,12
2022-10-11_WS22281_V2,2022-10-11,WS22281,V2,20,20,20,20,20,20,20,19,19,20,20,20,20,20,20,20,20,20
2022-10-11_WS22281_V3,2022-10-11,WS22281,V3,26,26,26,26,26,26,26,25,25,26,26,26,26,26,26,26,26,26
2022-10-11_WS22281_V4,2022-10-11,WS22281,V4,35,35,34,35,35,34,35,33,33,35,35,35,35,35,35,34,34,34
2022-10-11_WS22281_V5,2022-10-11,WS22281,V5,43,43,42,43,43,42,43,40,40,43,43,43,43,43,43,42,42,41
2022-10-11_WS22281_V6,2022-10-11,WS22281,V6,53,53,52,53,53,52,53,50,50,53,53,53,53,53,53,52,52,51
2022-10-11_WS22281_V7,2022-10-11,WS22281,V7,59,59,58,59,59,58,59,57,57,59,59,59,59,59,59,58,58,58
2022-10-11_WS22281_V8,2022-10-11,WS22281,V8,59,59,59,59,59,59,59,58,58,59,59,59,59,59,59,59,59,56
2022-10-11_WS22281_V9,2022-10-11,WS22281,V9,78,78,77,78,78,77,78,75,75,78,78,78,78,78,78,77,77,76
2022-10-12_WS22281_AMI1,2022-10-12,WS22281,AMI1,10,10,10,10,10,10,10,9,9,10,10,10,10,10,10,10,10,10
2022-10-12_WS22281_AMI2,2022-10-12,WS22281,AMI2,15,15,15,15,15,15,15,14,14,15,15,15,15,15,15,15,15,14
2022-10-12_WS22281_AMI3,2022-10-12,WS22281,AMI3,25,25,25,25,25,25,25,24,24,25,25,25,25,25,25,25,25,25
2022-10-12_WS22281_TB1,2022-10-12,WS22281,TB1,9,9,8,9,9,8,9,7,7,9,9,9,9,9,9,8,8,9
2022-10-12_WS22281_TB10,2022-10-12,WS22281,TB10,70,70,69,70,70,69,70,67,67,70,70,70,70,70,70,69,69,68
2022-10-12_WS22281_TB2,2022-10-12,WS22281,TB2,13,13,13,13,13,13,13,12,12,13,13,13,13,13,13,13,13,13
2022-10-12_WS22281_TB3,2022-10-12,WS22281,TB3,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26
2022-10-12_WS22281_TB4,2022-10-12,WS22281,TB4,41,41,40,41,41,40,41,39,39,41,41,41,41,41,41,40,40,40
2022-10-12_WS22281_TB5,2022-10-12,WS22281,TB5,60,60,60,60,60,60,60,59,59,60,60,60,60,60,60,60,60,58
2022-10-13_WS22281_041,2022-10-13,WS22281,041,5,5,5,5,5,5,5,4,4,5,5,5,5,5,5,5,5,5
2022-10-13_WS22281_045,2022-10-13,WS22281,045,9,9,8,9,9,8,9,7,7,9,9,9,9,9,9,8,8,9
2022-10-13_WS22281_047,2022-10-13,WS22281,047,4,4,4,4,4,4,4,3,3,4,4,4,4,4,4,4,4,4
2022-10-13_WS22281_049,2022-10-13,WS22281,049,3,3,3,3,3,3,3,1,1,3,3,3,3,3,3,3,3,3
2022-10-13_WS22281_051,2022-10-13,WS22281,051,4,4,4,4,4,4,4,3,3,4,4,4,4,4,4,4,4,4
2022-10-13_WS22281_053,2022-10-13,WS22281,053,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2022-10-13_WS22281_054,2022-10-13,WS22281,054,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1
2022-10-13_WS22281_055,2022-10-13,WS22281,055,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2022-10-13_WS22281_057.1,2022-10-13,WS22281,057.1,5,5,5,5,5,5,5,4,4,5,5,5,5,5,5,5,5,5
2022-10-13_WS22281_057.2,2022-10-13,WS22281,057.2,14,14,13,14,14,13,14,12,12,14,14,14,14,14,14,13,13,13
2022-10-13_WS22281_057.3,2022-10-13,WS22281,057.3,19,19,19,19,19,19,19,18,18,19,19,19,19,19,19,19,19,18
2022-10-13_WS22281_058,2022-10-13,WS22281,058,19,19,19,19,19,19,19,17,17,19,19,19,19,19,19,19,19,19
2022-10-13_WS22281_55,2022-10-13,WS22281,55,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2022-10-13_WS22281_CAL6,2022-10-13,WS22281,CAL6,52,52,52,52,52,52,52,51,51,52,52,52,52,52,52,52,52,51
2022-10-14_WS22281_56,2022-10-14,WS22281,56,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2022-10-14_WS22281_57,2022-10-14,WS22281,57,4,4,3,4,4,3,4,1,1,4,4,4,4,4,4,3,3,4
2022-10-14_WS22281_60,2022-10-14,WS22281,60,8,8,8,8,8,8,8,7,7,8,8,8,8,8,8,8,8,8
2022-10-14_WS22281_64,2022-10-14,WS22281,64,3,3,3,3,3,3,3,2,2,3,3,3,3,3,3,3,3,3
2022-10-14_WS22281_65,2022-10-14,WS22281,65,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
2022-10-14_WS22281_68,2022-10-14,WS22281,68,6,6,6,6,6,6,6,5,5,6,6,6,6,6,6,6,6,6
2022-12-04_WS22337_.31,2022-12-04,WS22337,.31,23,23,23,23,23,23,23,22,22,23,23,23,23,23,23,23,23,23
2022-12-04_WS22337_.41,2022-12-04,WS22337,.41,6,6,5,6,6,5,6,4,4,6,6,6,6,6,6,5,5,6
2022-12-04_WS22337_.45,2022-12-04,WS22337,.45,7,7,7,7,7,7,7,6,6,7,7,7,7,7,7,7,7,7
2022-12-04_WS22337_.47,2022-12-04,WS22337,.47,4,4,4,4,4,4,4,3,3,4,4,4,4,4,4,4,4,4
2022-12-04_WS22337_.49,2022-12-04,WS22337,.49,4,4,4,4,4,4,4,3,3,4,4,4,4,4,4,4,4,4
2022-12-04_WS22337_.51,2022-12-04,WS22337,.51,3,3,3,3,3,3,3,2,2,3,3,3,3,3,3,3,3,3
2022-12-04_WS22337_.53,2022-12-04,WS22337,.53,2,2,1,2,2,1,2,1,1,2,2,2,2,2,2,1,1,2
2022-12-04_WS22337_.56,2022-12-04,WS22337,.56,3,3,2,3,3,2,3,2,2,3,3,3,3,3,3,2,2,3
2022-12-04_WS22337_.57,2022-12-04,WS22337,.57,3,3,3,3,3,3,3,2,2,3,3,3,3,3,3,3,3,3
2022-12-04_WS22337_.57_1,2022-12-04,WS22337,.57,6,6,6,6,6,6,6,4,4,6,6,6,6,6,6,6,6,6
2022-12-04_WS22337_.57_2,2022-12-04,WS22337,.57,12,12,12,12,12,12,12,11,11,12,12,12,12,12,12,12,12,11
2022-12-04_WS22337_.57_3,2022-12-04,WS22337,.57,16,16,16,16,16,16,16,15,15,16,16,16,16,16,16,16,16,16
2022-12-04_WS22337_.58,2022-12-04,WS22337,.58,19,19,19,19,19,19,19,18,18,19,19,19,19,19,19,19,19,17
2022-12-04_WS22337_.60,2022-12-04,WS22337,.60,7,7,7,7,7,7,7,6,6,7,7,7,7,7,7,7,7,7
2022-12-04_WS22337_.64,2022-12-04,WS22337,.64,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2022-12-04_WS22337_.68,2022-12-04,WS22337,.68,6,6,5,6,6,5,6,4,4,6,6,6,6,6,6,5,5,6
2022-12-05_WS22337_.33,2022-12-05,WS22337,.33,13,13,13,13,13,13,13,12,12,13,13,13,13,13,13,13,13,13
2022-12-05_WS22337_.BG1,2022-12-05,WS22337,.BG1,20,20,20,20,20,20,20,19,19,20,20,20,20,20,20,20,20,19
2022-12-05_WS22337_.BG2,2022-12-05,WS22337,.BG2,17,17,17,17,17,17,17,16,16,17,17,17,17,17,17,17,17,17
2022-12-05_WS22337_.BG3,2022-12-05,WS22337,.BG3,28,28,27,28,28,27,28,26,26,28,28,28,28,28,28,27,27,28
2022-12-05_WS22337_.BG4,2022-12-05,WS22337,.BG4,36,36,36,36,36,36,36,35,35,36,36,36,36,36,36,36,36,36
2022-12-05_WS22337_.CAL2,2022-12-05,WS22337,.CAL2,9,9,8,9,9,8,9,7,7,9,9,9,9,9,9,8,8,9
2022-12-05_WS22337_.CAL3,2022-12-05,WS22337,.CAL3,14,14,13,14,14,13,14,13,13,14,14,14,14,14,14,13,13,14
2022-12-05_WS22337_.CAL4,2022-12-05,WS22337,.CAL4,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21
2022-12-05_WS22337_.CAL5,2022-12-05,WS22337,.CAL5,32,32,31,32,32,31,32,30,30,32,32,32,32,32,32,31,31,31
2022-12-05_WS22337_.GP5,2022-12-05,WS22337,.GP5,47,47,47,47,47,47,47,46,46,47,47,47,47,47,47,47,47,47
2022-12-05_WS22337_.RP1,2022-12-05,WS22337,.RP1,7,7,7,7,7,7,7,6,6,7,7,7,7,7,7,7,7,7
2022-12-05_WS22337_.RP2,2022-12-05,WS22337,.RP2,12,12,11,12,12,11,12,10,10,12,12,12,12,12,12,11,11,11
2022-12-05_WS22337_.RP3,2022-12-05,WS22337,.RP3,19,19,18,19,19,18,19,17,17,19,19,19,19,19,19,18,18,19
2022-12-05_WS22337_.RP4,2022-12-05,WS22337,.RP4,29,29,28,29,29,28,29,28,28,29,29,29,29,29,29,28,28,28
2022-12-05_WS22337_.V1,2022-12-05,WS22337,.V1,6,6,6,6,6,6,6,5,5,6,6,6,6,6,6,6,6,6
2022-12-05_WS22337_.V2,2022-12-05,WS22337,.V2,19,19,19,19,19,19,19,18,18,19,19,19,19,19,19,19,19,18
2022-12-06_WS22337_.AMI1,2022-12-06,WS22337,.AMI1,13,13,12,13,13,12,13,11,11,13,13,13,13,13,13,12,12,13
2022-12-06_WS22337_.AMI2,2022-12-06,WS22337,.AMI2,19,19,19,19,19,19,19,18,18,19,19,19,19,19,19,19,19,19
2022-12-06_WS22337_.AMI3,2022-12-06,WS22337,.AMI3,31,31,30,31,31,30,31,29,29,31,31,31,31,31,31,30,30,31
2022-12-06_WS22337_.AMI4,2022-12-06,WS22337,.AMI4,38,38,37,38,38,37,38,37,37,38,38,38,38,38,38,37,37,38
2022-12-06_WS22337_.AMI5,2022-12-06,WS22337,.AMI5,52,52,52,52,52,52,52,51,51,52,52,52,52,52,52,52,52,52
2022-12-06_WS22337_.AMI6,2022-12-06,WS22337,.AMI6,63,63,63,63,63,63,63,61,61,63,63,63,63,63,63,63,63,62
2022-12-06_WS22337_.AMI7,2022-12-06,WS22337,.AMI7,74,74,74,74,74,74,74,72,72,74,74,74,74,74,74,74,74,74
2022-12-06_WS22337_.AMI8,2022-12-06,WS22337,.AMI8,84,84,84,84,84,84,84,82,82,84,84,84,84,84,84,84,84,84
2022-12-06_WS22337_.AMI9,2022-12-06,WS22337,.AMI9,92,92,92,92,92,92,92,90,90,92,92,92,92,92,92,92,92,92
2022-12-06_WS22337_.TB1,2022-12-06,WS22337,.TB1,8,8,7,8,8,7,8,6,6,8,8,8,8,8,8,7,7,7
2022-12-06_WS22337_.TB2,2022-12-06,WS22337,.TB2,12,12,12,12,12,12,12,11,11,12,12,12,12,12,12,12,12,12
2022-12-06_WS22337_.TB3,2022-12-06,WS22337,.TB3,25,25,25,25,25,25,25,23,23,25,25,25,25,25,25,25,25,25
2022-12-06_WS22337_.TB4,2022-12-06,WS22337,.TB4,43,43,42,43,43,42,43,41,41,43,43,43,43,43,43,42,42,43
2022-12-06_WS22337_.TB5,2022-12-06,WS22337,.TB5,60,60,60,60,60,60,60,59,59,60,60,60,60,60,60,60,60,60
2022-12-06_WS22337_.V3,2022-12-06,WS22337,.V3,23,23,23,23,23,23,23,22,22,23,23,23,23,23,23,23,23,23
2022-12-06_WS22337_.V4,2022-12-06,WS22337,.V4,33,33,32,33,33,32,33,30,30,33,33,33,33,33,33,32,32,33
2022-12-06_WS22337_.V5,2022-12-06,WS22337,.V5,45,45,45,45,45,45,45,42,42,45,45,45,45,45,45,45,45,45
2022-12-06_WS22337_.V6,2022-12-06,WS22337,.V6,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54
2022-12-06_WS22337_.V7,2022-12-06,WS22337,.V7,58,58,57,58,58,57,58,57,57,58,58,58,58,58,58,57,57,58
2022-12-06_WS22337_.V8,2022-12-06,WS22337,.V8,63,63,63,63,63,63,63,62,62,63,63,63,63,63,63,63,63,63
2022-12-06_WS22337_.V9,2022-12-06,WS22337,.V9,76,76,76,76,76,76,76,75,75,76,76,76,76,76,76,76,76,75
2022-12-07_WS22337_.CW1,2022-12-07,WS22337,.CW1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2022-12-07_WS22337_.CW2,2022-12-07,WS22337,.CW2,10,10,9,10,10,9,10,8,8,10,10,10,10,10,10,9,9,10
2022-12-07_WS22337_.CW3,2022-12-07,WS22337,.CW3,17,17,17,17,17,17,17,16,16,17,17,17,17,17,17,17,17,17
2022-12-07_WS22337_.CW4,2022-12-07,WS22337,.CW4,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31
2022-12-07_WS22337_.L1,2022-12-07,WS22337,.L1,12,12,12,12,12,12,12,10,10,12,12,12,12,12,12,12,12,12
2022-12-07_WS22337_.L3,2022-12-07,WS22337,.L3,29,29,28,29,29,28,29,27,27,29,29,29,29,29,29,28,28,29
2022-12-07_WS22337_.L5,2022-12-07,WS22337,.L5,50,50,50,50,50,50,50,48,48,50,50,50,50,50,50,50,50,50
2022-12-07_WS22337_.L7,2022-12-07,WS22337,.L7,70,70,70,70,70,70,70,69,69,70,70,70,70,70,70,70,70,70
2022-12-07_WS22337_.L9,2022-12-07,WS22337,.L9,88,88,88,88,88,88,88,87,87,88,88,88,88,88,88,88,88,88
2022-12-07_WS22337_.TB10,2022-12-07,WS22337,.TB10,73,73,73,73,73,73,73,72,72,73,73,73,73,73,73,73,73,72
2022-12-08_WS22337_.16,2022-12-08,WS22337,.16,10,10,10,10,10,10,10,8,8,10,10,10,10,10,10,10,10,10
2022-12-08_WS22337_.21,2022-12-08,WS22337,.21,72,72,72,72,72,72,72,70,70,72,72,72,72,72,72,72,72,71
2022-12-08_WS22337_.30,2022-12-08,WS22337,.30,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,42
2022-12-08_WS22337_.CAL6,2022-12-08,WS22337,.CAL6,54,54,54,54,54,54,54,52,52,54,54,54,54,54,54,54,54,54
2022-12-08_WS22337_.KW1,2022-12-08,WS22337,.KW1,14,14,14,14,14,14,14,13,13,14,14,14,14,14,14,14,14,13
2022-12-08_WS22337_.KW2,2022-12-08,WS22337,.KW2,22,22,21,22,22,21,22,20,20,22,22,22,22,22,22,21,21,20
2022-12-08_WS22337_.KW4,2022-12-08,WS22337,.KW4,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,34
2022-12-08_WS22337_.WS,2022-12-08,WS22337,.WS,41,41,40,41,41,40,41,39,39,41,41,41,41,41,41,40,40,41
2022-12-09_WS22337_.10,2022-12-09,WS22337,.10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2022-12-09_WS22337_.12,2022-12-09,WS22337,.12,64,64,64,64,64,64,64,63,63,64,64,64,64,64,64,64,64,63
2022-12-09_WS22337_.18,2022-12-09,WS22337,.18,61,61,60,61,61,60,61,58,58,61,61,61,61,61,61,60,60,61
2022-12-09_WS22337_.2,2022-12-09,WS22337,.2,8,8,8,8,8,8,8,6,6,8,8,8,8,8,8,8,8,8
2022-12-09_WS22337_.7,2022-12-09,WS22337,.7,4,4,3,4,4,3,4,2,2,4,4,4,4,4,4,3,3,4
2022-12-09_WS22337_.9,2022-12-09,WS22337,.9,66,66,66,66,66,66,66,64,64,66,66,66,66,66,66,66,66,66
2022-12-09_WS22337_.9_5,2022-12-09,WS22337,.9,243,243,242,243,243,242,243,240,240,243,243,243,243,243,243,242,242,241
2022-12-09_WS22337_.MR,2022-12-09,WS22337,.MR,67,67,66,67,67,66,67,65,65,67,67,67,67,67,67,66,66,67
2023-01-11_WS23010_.016,2023-01-11,WS23010,.016,7,7,7,7,7,7,7,5,5,7,7,7,7,7,7,7,7,7
2023-01-11_WS23010_.018,2023-01-11,WS23010,.018,61,61,60,61,61,60,61,59,59,61,61,61,61,61,61,60,60,60
2023-01-11_WS23010_.21LK,2023-01-11,WS23010,.21LK,71,71,71,71,71,71,71,70,70,71,71,71,71,71,71,71,71,69
2023-01-11_WS23010_.KW1,2023-01-11,WS23010,.KW1,13,13,13,13,13,13,13,12,12,13,13,13,13,13,13,13,13,13
2023-01-11_WS23010_.KW2,2023-01-11,WS23010,.KW2,22,22,22,22,22,22,22,20,20,22,22,22,22,22,22,22,22,22
2023-01-11_WS23010_.WS,2023-01-11,WS23010,.WS,41,41,40,41,41,40,41,39,39,41,41,41,41,41,41,40,40,41
2023-01-12_WS23010_.030,2023-01-12,WS23010,.030,46,46,45,46,46,45,46,44,44,46,46,46,46,46,46,45,45,46
2023-01-12_WS23010_.CAL6,2023-01-12,WS23010,.CAL6,52,52,51,52,52,51,52,50,50,52,52,52,52,52,52,51,51,52
2023-01-12_WS23010_.KW4,2023-01-12,WS23010,.KW4,37,37,37,37,37,37,37,36,36,37,37,37,37,37,37,37,37,37
2023-01-13_WS23010_.AMI5,2023-01-13,WS23010,.AMI5,57,57,57,57,57,57,57,54,54,57,57,57,57,57,57,57,57,51
2023-01-13_WS23010_.AMI6,2023-01-13,WS23010,.AMI6,67,67,67,67,67,67,67,64,64,67,67,67,67,67,67,67,67,62
2023-01-13_WS23010_.AMI7,2023-01-13,WS23010,.AMI7,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,71
2023-01-13_WS23010_.AMI8,2023-01-13,WS23010,.AMI8,85,85,85,85,85,85,85,80,80,85,85,85,85,85,85,85,85,80
2023-01-13_WS23010_.AMI9,2023-01-13,WS23010,.AMI9,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,85
2023-01-13_WS23010_.CW1,2023-01-13,WS23010,.CW1,4,4,3,4,4,3,4,2,2,4,4,4,4,4,4,3,3,4
2023-01-13_WS23010_.CW2,2023-01-13,WS23010,.CW2,13,13,13,13,13,13,13,12,12,13,13,13,13,13,13,13,13,11
2023-01-13_WS23010_.CW3,2023-01-13,WS23010,.CW3,17,17,17,17,17,17,17,15,15,17,17,17,17,17,17,17,17,17
2023-01-13_WS23010_.CW4,2023-01-13,WS23010,.CW4,27,27,27,27,27,27,27,25,25,27,27,27,27,27,27,27,27,25
2023-01-13_WS23010_.TB1,2023-01-13,WS23010,.TB1,9,9,8,9,9,8,9,7,7,9,9,9,9,9,9,8,8,9
2023-01-13_WS23010_.TB10,2023-01-13,WS23010,.TB10,112,112,111,112,112,112,112,82,82,112,104,112,112,112,112,112,111,38
2023-01-13_WS23010_.TB2,2023-01-13,WS23010,.TB2,15,15,15,15,15,15,15,14,14,15,15,15,15,15,15,15,15,14
2023-01-13_WS23010_.TB3,2023-01-13,WS23010,.TB3,25,25,25,25,25,25,25,23,23,25,25,25,25,25,25,25,25,23
2023-01-13_WS23010_.TB4,2023-01-13,WS23010,.TB4,48,48,48,48,48,48,48,44,44,48,48,48,48,48,48,48,48,45
2023-01-13_WS23010_.TB5,2023-01-13,WS23010,.TB5,63,63,63,63,63,63,63,60,60,63,63,63,63,63,63,63,63,56
2023-01-14_WS23010_.AMI1,2023-01-14,WS23010,.AMI1,12,12,11,12,12,11,12,9,9,12,12,12,12,12,12,11,11,9
2023-01-14_WS23010_.AMI2,2023-01-14,WS23010,.AMI2,17,17,16,17,17,16,17,15,15,17,17,17,17,17,17,16,16,12
2023-01-14_WS23010_.AMI3,2023-01-14,WS23010,.AMI3,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,21
2023-01-14_WS23010_.AMI4,2023-01-14,WS23010,.AMI4,45,45,44,45,45,44,45,42,42,45,45,45,45,45,45,44,44,39
2023-01-14_WS23010_.V1,2023-01-14,WS23010,.V1,7,7,7,7,7,7,7,5,5,7,7,7,7,7,7,7,7,5
2023-01-14_WS23010_.V2,2023-01-14,WS23010,.V2,21,21,20,21,21,20,21,18,18,21,21,21,21,21,21,20,20,16
2023-01-14_WS23010_.V3,2023-01-14,WS23010,.V3,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,22
2023-01-14_WS23010_.V4,2023-01-14,WS23010,.V4,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,32
2023-01-14_WS23010_.V5,2023-01-14,WS23010,.V5,42,42,41,42,42,41,42,37,37,42,42,42,42,42,42,41,41,32
2023-01-14_WS23010_.V6,2023-01-14,WS23010,.V6,51,51,51,51,51,51,51,47,47,51,51,51,51,51,51,51,51,47
2023-01-14_WS23010_.V7,2023-01-14,WS23010,.V7,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,50
2023-01-14_WS23010_.V8,2023-01-14,WS23010,.V8,65,65,64,65,65,64,65,61,61,65,65,65,65,65,65,64,64,56
2023-01-14_WS23010_.V9,2023-01-14,WS23010,.V9,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,68
2023-01-15_WS23010_.031,2023-01-15,WS23010,.031,27,27,26,27,27,26,27,25,25,27,27,27,27,27,27,26,26,26
2023-01-15_WS23010_.033,2023-01-15,WS23010,.033,13,13,13,13,13,13,13,12,12,13,13,13,13,13,13,13,13,13
2023-01-15_WS23010_.BG1,2023-01-15,WS23010,.BG1,14,14,14,14,14,14,14,13,13,14,14,14,14,14,14,14,14,13
2023-01-15_WS23010_.BG2,2023-01-15,WS23010,.BG2,18,18,18,18,18,18,18,15,15,18,18,18,18,18,18,18,18,16
2023-01-15_WS23010_.BG3,2023-01-15,WS23010,.BG3,25,25,25,25,25,25,25,23,23,25,25,25,25,25,25,25,25,24
2023-01-15_WS23010_.BG4,2023-01-15,WS23010,.BG4,37,37,36,37,37,36,37,33,33,37,37,37,37,37,37,36,36,37
2023-01-15_WS23010_.CAL1,2023-01-15,WS23010,.CAL1,1,1,0,1,1,0,1,0,0,1,1,1,1,1,1,0,0,1
2023-01-15_WS23010_.CAL2,2023-01-15,WS23010,.CAL2,8,8,7,8,8,7,8,6,6,8,8,8,8,8,8,7,7,8
2023-01-15_WS23010_.CAL3,2023-01-15,WS23010,.CAL3,14,14,13,14,14,13,14,12,12,14,14,14,14,14,14,13,13,13
2023-01-15_WS23010_.CAL4,2023-01-15,WS23010,.CAL4,22,22,21,22,22,21,22,19,19,22,22,22,22,22,22,21,21,20
2023-01-15_WS23010_.CAL5,2023-01-15,WS23010,.CAL5,34,34,34,34,34,34,34,32,32,34,34,34,34,34,34,34,34,34
2023-01-15_WS23010_.GP5,2023-01-15,WS23010,.GP5,45,45,44,45,45,44,45,40,40,45,45,45,45,45,45,44,44,40
2023-01-15_WS23010_.RP1,2023-01-15,WS23010,.RP1,7,7,7,7,7,7,7,5,5,7,7,7,7,7,7,7,7,5
2023-01-15_WS23010_.RP2,2023-01-15,WS23010,.RP2,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,11
2023-01-15_WS23010_.RP3,2023-01-15,WS23010,.RP3,20,20,20,20,20,20,20,18,18,20,20,20,20,20,20,20,20,16
2023-01-15_WS23010_.RP4,2023-01-15,WS23010,.RP4,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,25
2023-01-16_WS23010_.041,2023-01-16,WS23010,.041,7,7,6,7,7,6,7,6,6,7,7,7,7,7,7,6,6,7
2023-01-16_WS23010_.045,2023-01-16,WS23010,.045,8,8,7,8,8,7,8,6,6,8,8,8,8,8,8,7,7,7
2023-01-16_WS23010_.047,2023-01-16,WS23010,.047,5,5,4,5,5,4,5,3,3,5,5,5,5,5,5,4,4,5
2023-01-16_WS23010_.049,2023-01-16,WS23010,.049,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2023-01-16_WS23010_.051,2023-01-16,WS23010,.051,5,5,4,5,5,4,5,4,4,5,5,5,5,5,5,4,4,5
2023-01-16_WS23010_.053,2023-01-16,WS23010,.053,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2023-01-16_WS23010_.055,2023-01-16,WS23010,.055,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2023-01-16_WS23010_.057_1,2023-01-16,WS23010,.057,7,7,6,7,7,6,7,5,5,7,7,7,7,7,7,6,6,6
2023-01-16_WS23010_.057_2,2023-01-16,WS23010,.057,12,12,11,12,12,11,12,10,10,12,12,12,12,12,12,11,11,12
2023-01-16_WS23010_.057_3,2023-01-16,WS23010,.057,16,16,15,16,16,15,16,14,14,16,16,16,16,16,16,15,15,16
2023-01-16_WS23010_.058,2023-01-16,WS23010,.058,19,19,19,19,19,19,19,18,18,19,19,19,19,19,19,19,19,19
2023-01-16_WS23010_.060,2023-01-16,WS23010,.060,9,9,9,9,9,9,9,8,8,9,9,9,9,9,9,9,9,9
2023-01-16_WS23010_.068,2023-01-16,WS23010,.068,4,4,4,4,4,4,4,3,3,4,4,4,4,4,4,4,4,4
2023-01-17_WS23010_.002,2023-01-17,WS23010,.002,6,6,6,6,6,6,6,4,4,6,6,6,6,6,6,6,6,6
2023-01-17_WS23010_.007,2023-01-17,WS23010,.007,4,4,4,4,4,4,4,3,3,4,4,4,4,4,4,4,4,4
2023-01-17_WS23010_.009,2023-01-17,WS23010,.009,57,57,56,57,57,56,57,54,54,57,57,57,57,57,57,56,56,55
2023-01-17_WS23010_.009_5,2023-01-17,WS23010,.009,236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,234
2023-01-17_WS23010_.010,2023-01-17,WS23010,.010,3,3,3,3,3,3,3,2,2,3,3,3,3,3,3,3,3,3
2023-01-17_WS23010_.012,2023-01-17,WS23010,.012,65,65,65,65,65,65,65,64,64,65,65,65,65,65,65,65,65,64
2023-01-17_WS23010_.MR,2023-01-17,WS23010,.MR,65,65,65,65,65,65,65,63,63,65,65,65,65,65,65,65,65,64
2023-03-02_WS23061_.007,2023-03-02,WS23061,.007,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2
2023-03-02_WS23061_.009,2023-03-02,WS23061,.009,63,63,62,63,63,62,63,61,61,63,63,63,63,63,63,62,62,59
2023-03-02_WS23061_.009_5,2023-03-02,WS23061,.009,259,259,259,259,259,259,259,255,255,259,259,259,259,259,259,259,259,257
2023-03-02_WS23061_.MR,2023-03-02,WS23061,.MR,69,69,68,69,69,68,69,67,67,69,69,69,69,69,69,68,68,67
2023-03-02_WS23061_002,2023-03-02,WS23061,002,8,8,8,8,8,8,8,7,7,8,8,8,8,8,8,8,8,8
2023-03-03_WS23061_.010,2023-03-03,WS23061,.010,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2023-03-03_WS23061_.012,2023-03-03,WS23061,.012,64,64,63,64,64,63,64,61,61,64,64,64,64,64,64,63,63,64
2023-03-03_WS23061_.016,2023-03-03,WS23061,.016,6,6,5,6,6,5,6,3,3,6,6,6,6,6,6,5,5,6
2023-03-03_WS23061_.018,2023-03-03,WS23061,.018,53,53,53,53,53,53,53,52,52,53,53,53,53,53,53,53,53,52
2023-03-03_WS23061_.055,2023-03-03,WS23061,.055,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1
